mode,zone,T
Day,Rural,34.23079274000003
Day,Rural,33.58136894000006
Day,Rural,32.63457740000001
Day,Rural,32.330373620000046
Day,Rural,33.39337784000003
Day,Rural,33.58478696000003
Day,Rural,34.19661254000005
Day,Rural,34.46663612000003
Day,Rural,35.119477940000024
Day,Rural,34.808438120000005
Day,Rural,35.02035536000005
Day,Rural,36.06626948000002
Day,Rural,35.01010130000003
Day,Rural,35.874860360000014
Day,Rural,34.00178540000002
Day,Rural,33.88557272000003
Day,Rural,34.087235899999996
Day,Rural,33.22589486000004
Day,Rural,32.709773840000025
Day,Rural,32.57647106000002
Day,Rural,33.07892000000004
Day,Rural,33.18829664000003
Day,Rural,31.91679320000003
Day,Rural,31.383582079999996
Day,Rural,31.55790109999998
Day,Rural,31.790326460000017
Day,Rural,30.23170934000001
Day,Rural,29.517343159999996
Day,Rural,28.95678787999998
Day,Rural,29.97877586000004
Day,Rural,30.85037096000002
Day,Rural,31.062288200000012
Day,Rural,30.549585200000024
Day,Rural,30.05055428000003
Day,Rural,31.32547574
Day,Rural,29.53785128000004
Day,Rural,29.55835940000003
Day,Rural,30.47438876000001
Day,Rural,31.66727774000003
Day,Rural,33.62238518000004
Day,Rural,31.633097539999994
Day,Rural,31.626261500000055
Day,Rural,32.251759160000006
Day,Rural,33.19513268000003
Day,Rural,33.297673280000026
Day,Rural,32.450004320000005
Day,Rural,33.62238518000004
Day,Rural,32.65850354000003
Day,Rural,33.13019029999998
Day,Rural,33.10284614
Day,Rural,32.97637940000004
Day,Rural,32.97637940000004
Day,Rural,33.29083724000003
Day,Rural,34.35725948000004
Day,Rural,34.49056226000005
Day,Rural,35.15707616000003
Day,Rural,36.04234334
Day,Rural,35.29379696000001
Day,Rural,34.40169374000004
Day,Rural,34.02571154000003
Day,Rural,33.560860820000016
Day,Rural,33.926588960000004
Day,Rural,33.70783568000002
Day,Rural,32.61748729999999
Day,Rural,32.57305303999999
Day,Rural,32.67217562000002
Day,Rural,32.94903524000006
Day,Rural,33.83772044
Day,Rural,33.10968218000005
Day,Rural,32.757626120000054
Day,Rural,32.10820232000003
Day,Rural,32.15947262000003
Day,Rural,32.28593936000004
Day,Rural,34.96908506
Day,Rural,31.298131580000017
Day,Rural,31.31180366000001
Day,Rural,31.414344260000007
Day,Rural,31.42118030000006
Day,Rural,35.64927104000003
Day,Rural,32.53545482000004
Day,Rural,35.037445460000015
Day,Rural,34.67171732000003
Day,Rural,34.17268640000003
Day,Rural,34.053055700000016
Day,Rural,35.52622231999999
Day,Rural,32.135546480000016
Day,Rural,31.592081300000018
Day,Rural,31.004181860000017
Day,Rural,30.973419680000006
Day,Rural,30.908477300000015
Day,Rural,30.747830360000023
Day,Rural,30.628199660000007
Day,Rural,30.782010560000003
Day,Rural,30.874297100000035
Day,Rural,30.88455116
Day,Rural,30.83669888000003
Day,Rural,30.96316562000004
Day,Rural,30.946075520000022
Day,Rural,31.062288200000012
Day,Rural,32.220996979999995
Day,Rural,33.694163600000024
Day,Rural,35.25619874000006
Day,Rural,34.57943078000005
Day,Rural,32.316701540000054
Day,Rural,32.47393046000002
Day,Rural,33.36261566000002
Day,Rural,35.38608350000004
Day,Rural,34.32649730000003
Day,Rural,33.39337784000003
Day,Rural,32.74737206000003
Day,Rural,33.9846953
Day,Rural,33.810376280000014
Day,Rural,34.32649730000003
Day,Rural,34.50423434000004
Day,Rural,34.97933912000002
Day,Rural,35.02377338000002
Day,Rural,34.40511176000001
Day,Rural,34.740077720000045
Day,Rural,34.87338050000005
Day,Rural,34.69906148000001
Day,Rural,35.064789620000056
Day,Rural,34.80160208000001
Day,Rural,34.415365820000034
Day,Rural,33.54377072
Day,Rural,33.04132178000003
Day,Rural,32.82256849999999
Day,Rural,32.97637940000004
Day,Rural,34.93148684000005
Day,Rural,34.72982366000002
Day,Rural,32.37822590000002
Day,Rural,31.209263060000012
Day,Rural,31.328893760000028
Day,Rural,31.70487595999998
Day,Rural,31.052034140000046
Day,Rural,31.038362060000054
Day,Rural,30.204365180000025
Day,Rural,31.479286640000055
Day,Rural,31.31180366000001
Day,Rural,31.369910000000004
Day,Rural,29.50708910000003
Day,Rural,29.814710900000023
Day,Rural,30.976837700000033
Day,Rural,29.97193981999999
Day,Rural,29.797620800000004
Day,Rural,31.01785394000001
Day,Rural,31.91679320000003
Day,Rural,32.624323340000046
Day,Rural,32.450004320000005
Day,Rural,31.858686860000034
Day,Rural,31.42118030000006
Day,Rural,31.71854804000003
Day,Rural,32.330373620000046
Day,Rural,32.80206038000006
Day,Rural,32.37138986000002
Day,Rural,33.7796141
Day,Rural,33.21564080000002
Day,Rural,33.80695825999999
Day,Rural,33.020813660000044
Day,Rural,32.66533958000002
Day,Rural,33.12335426000004
Day,Rural,33.32843546000004
Day,Rural,34.07698184000003
Day,Rural,34.49056226000005
Day,Rural,34.68538940000002
Day,Rural,35.41000964
Day,Rural,34.88363456000002
Day,Rural,34.986175160000016
Day,Rural,35.181002300000046
Day,Rural,33.70783568000002
Day,Rural,34.514488400000005
Day,Rural,33.824048360000006
Day,Rural,32.86016672000005
Day,Rural,32.43291422000004
Day,Rural,32.71319186000005
Day,Rural,33.253239020000024
Day,Rural,34.70589752000001
Day,Rural,33.430976060000035
Day,Rural,32.68242968000004
Day,Rural,32.32695560000002
Day,Rural,32.27226728000005
Day,Rural,32.29619342000001
Day,Rural,35.037445460000015
Day,Rural,35.09555180000001
Day,Rural,31.414344260000007
Day,Rural,31.598917340000014
Day,Rural,32.316701540000054
Day,Rural,32.24834113999998
Day,Rural,33.10968218000005
Day,Rural,33.40363190000005
Day,Rural,33.68049152000003
Day,Rural,33.78303212000003
Day,Rural,33.09259208000003
Day,Rural,33.60529508000002
Day,Rural,33.30450932000002
Day,Rural,31.492958720000047
Day,Rural,31.014435919999983
Day,Rural,31.00076383999999
Day,Rural,30.761502440000015
Day,Rural,30.66921590000004
Day,Rural,30.337667960000033
Day,Rural,30.518823020000013
Day,Rural,30.82302679999998
Day,Rural,30.795682639999995
Day,Rural,30.805936700000018
Day,Rural,30.928985420000004
Day,Rural,30.98367374000003
Day,Rural,31.14090266000005
Day,Rural,31.670695760000058
Day,Rural,32.38164391999999
Day,Rural,34.599938899999984
Day,Rural,33.53693468000006
Day,Rural,32.17656271999999
Day,Rural,32.29277539999998
Day,Rural,33.22931288000001
Day,Rural,35.43051776000004
Day,Rural,36.65075090000005
Day,Rural,34.75716782000001
Day,Rural,33.612131120000015
Day,Rural,33.88557272000003
Day,Rural,33.81379430000004
Day,Rural,34.65120920000004
Day,Rural,35.334813199999985
Day,Rural,35.071625659999995
Day,Rural,34.743495740000014
Day,Rural,34.85287238000001
Day,Rural,35.040863479999985
Day,Rural,35.38608350000004
Day,Rural,34.26839096000003
Day,Rural,34.972503080000024
Day,Rural,35.32455914000002
Day,Rural,34.69564346000004
Day,Rural,33.34210754000003
Day,Rural,33.793286179999996
Day,Rural,33.74885191999999
Day,Rural,34.135088180000025
Day,Rural,33.936843020000026
Day,Rural,31.903121120000037
Day,Rural,32.514946699999996
Day,Rural,32.68584770000001
Day,Rural,31.55448308000001
Day,Rural,30.224873300000013
Day,Rural,30.11549666000002
Day,Rural,29.93434160000004
Day,Rural,30.81619076000004
Day,Rural,31.670695760000058
Day,Rural,31.626261500000055
Day,Rural,30.57692936000001
Day,Rural,31.16482880000001
Day,Rural,32.14580053999998
Day,Rural,31.185336920000054
Day,Rural,31.072542259999977
Day,Rural,30.44020856000003
Day,Rural,30.323995879999984
Day,Rural,30.696560060000024
Day,Rural,30.447044600000027
Day,Rural,31.482704660000024
Day,Rural,31.058870179999985
Day,Rural,30.857207000000017
Day,Rural,31.09988642000002
Day,Rural,31.63651556000002
Day,Rural,32.27568530000002
Day,Rural,32.55596294000003
Day,Rural,33.16095247999999
Day,Rural,33.352361599999995
Day,Rural,33.27032912000004
Day,Rural,32.91485504000002
Day,Rural,33.461738240000045
Day,Rural,34.26839096000003
Day,Rural,35.25961676000003
Day,Rural,34.856290400000034
Day,Rural,34.58626681999999
Day,Rural,33.91975292000001
Day,Rural,34.087235899999996
Day,Rural,34.80160208000001
Day,Rural,35.82700808000004
Day,Rural,34.367513540000004
Day,Rural,34.29573512000002
Day,Rural,34.24788283999999
Day,Rural,33.11651821999999
Day,Rural,32.28935738000001
Day,Rural,31.858686860000034
Day,Rural,33.18146060000004
Day,Rural,34.21028462000004
Day,Rural,33.027649699999984
Day,Rural,31.677531799999997
Day,Rural,32.39531599999998
Day,Rural,32.22783302000005
Day,Rural,32.29277539999998
Day,Rural,34.480308200000024
Day,Rural,33.83088440000006
Day,Rural,32.75079008
Day,Rural,32.904600980000055
Day,Rural,33.12335426000004
Day,Rural,32.21074292000003
Day,Rural,32.57305303999999
Day,Rural,34.52474246000003
Day,Rural,34.415365820000034
Day,Rural,33.70783568000002
Day,Rural,32.30644748000003
Day,Rural,32.4124061
Day,Rural,32.02616984000002
Day,Rural,31.83817873999999
Day,Rural,31.431434360000026
Day,Rural,30.894805220000023
Day,Rural,30.67605193999998
Day,Rural,30.894805220000023
Day,Rural,30.42653647999998
Day,Rural,30.272725580000042
Day,Rural,30.570093320000012
Day,Rural,30.75466640000002
Day,Rural,30.58376540000006
Day,Rural,30.864043040000013
Day,Rural,30.83328086000006
Day,Rural,31.041780080000024
Day,Rural,31.530556939999997
Day,Rural,31.81425260000003
Day,Rural,32.89434692000003
Day,Rural,32.98663346000001
Day,Rural,31.97831756000005
Day,Rural,32.15605460000006
Day,Rural,32.83282256000001
Day,Rural,34.34358740000005
Day,Rural,34.80160208000001
Day,Rural,34.98959318000004
Day,Rural,34.14192422000002
Day,Rural,33.81379430000004
Day,Rural,33.65314736000005
Day,Rural,35.297214980000035
Day,Rural,36.069687499999986
Day,Rural,34.62044702000003
Day,Rural,34.61361098000003
Day,Rural,34.58968484000002
Day,Rural,34.95199495999998
Day,Rural,35.40317360000006
Day,Rural,34.99984724000001
Day,Rural,35.71079540000005
Day,Rural,34.22395670000003
Day,Rural,34.839200300000016
Day,Rural,34.56917672000003
Day,Rural,34.722987620000026
Day,Rural,34.96224902000006
Day,Rural,33.83772044
Day,Rural,32.43633224000001
Day,Rural,31.53739298000005
Day,Rural,31.60575338000001
Day,Rural,33.40363190000005
Day,Rural,32.887510880000036
Day,Rural,33.32843546000004
Day,Rural,32.20048886000001
Day,Rural,32.69268374000001
Day,Rural,31.499794759999986
Day,Rural,31.66727774000003
Day,Rural,32.14238252000001
Day,Rural,31.24344326000005
Day,Rural,32.11503836000003
Day,Rural,32.303029460000005
Day,Rural,31.773236360000055
Day,Rural,31.920211220000056
Day,Rural,31.304967620000014
Day,Rural,29.96852180000002
Day,Rural,31.041780080000024
Day,Rural,30.7375763
Day,Rural,30.713650160000043
Day,Rural,31.021271960000036
Day,Rural,31.451942480000014
Day,Rural,31.024689980000005
Day,Rural,31.052034140000046
Day,Rural,31.055452160000016
Day,Rural,31.824506659999997
Day,Rural,31.523720900000058
Day,Rural,32.330373620000046
Day,Rural,33.26007506000002
Day,Rural,32.38847996000004
Day,Rural,32.679011660000015
Day,Rural,35.78940985999998
Day,Rural,34.24446482000002
Day,Rural,34.760585839999976
Day,Rural,34.67171732000003
Day,Rural,34.87338050000005
Day,Rural,34.52132444000006
Day,Rural,33.75226994000002
Day,Rural,35.187838339999985
Day,Rural,35.16391220000003
Day,Rural,33.50275448000002
Day,Rural,34.30598917999998
Day,Rural,34.350423439999986
Day,Rural,32.54570888000001
Day,Rural,31.896285079999984
Day,Rural,32.039841920000015
Day,Rural,32.08085816000005
Day,Rural,34.14192422000002
Day,Rural,34.34358740000005
Day,Rural,32.16972668000005
Day,Rural,33.789868160000026
Day,Rural,34.86654446
Day,Rural,35.334813199999985
Day,Rural,31.728802100000053
Day,Rural,35.43735379999998
Day,Rural,36.049179380000055
Day,Rural,32.63457740000001
Day,Rural,34.38802166000005
Day,Rural,34.30940720000001
Day,Rural,32.99346950000006
Day,Rural,32.067186080000056
Day,Rural,31.875776960000053
Day,Rural,32.15947262000003
Day,Rural,33.50959052000002
Day,Rural,32.02616984000002
Day,Rural,31.075960280000004
Day,Rural,31.058870179999985
Day,Rural,30.946075520000022
Day,Rural,30.922149380000008
Day,Rural,30.60769154000002
Day,Rural,30.252217459999997
Day,Rural,30.693142039999998
Day,Rural,30.70339610000002
Day,Rural,30.788846600000056
Day,Rural,30.70681411999999
Day,Rural,30.788846600000056
Day,Rural,30.84695294000005
Day,Rural,31.516884860000005
Day,Rural,31.86210488000006
Day,Rural,33.266911100000016
Day,Rural,31.971481519999998
Day,Rural,31.858686860000034
Day,Rural,31.944137360000013
Day,Rural,32.82256849999999
Day,Rural,34.312825220000036
Day,Rural,34.32307928
Day,Rural,34.299153140000044
Day,Rural,34.54866860000004
Day,Rural,33.85481054000002
Day,Rural,33.755687960000046
Day,Rural,34.78109396000002
Day,Rural,34.617029
Day,Rural,35.037445460000015
Day,Rural,35.73130351999998
Day,Rural,35.49204212000001
Day,Rural,33.902662820000046
Day,Rural,34.760585839999976
Day,Rural,35.16391220000003
Day,Rural,37.474493720000055
Day,Rural,35.15707616000003
Day,Rural,35.14340407999998
Day,Rural,35.20834646000003
Day,Rural,35.037445460000015
Day,Rural,34.54866860000004
Day,Rural,33.63263924
Day,Rural,32.95245326000003
Day,Rural,32.627741360000016
Day,Rural,32.480766500000016
Day,Rural,33.137026340000034
Day,Rural,32.85333068
Day,Rural,32.825986520000015
Day,Rural,32.43633224000001
Day,Rural,32.42607817999999
Day,Rural,31.12723058000006
Day,Rural,30.05055428000003
Day,Rural,30.867461059999982
Day,Rural,31.03152602
Day,Rural,32.32695560000002
Day,Rural,32.27226728000005
Day,Rural,32.11503836000003
Day,Rural,32.65508552000006
Day,Rural,32.19707084000004
Day,Rural,30.76833848000001
Day,Rural,30.7375763
Day,Rural,30.778592539999977
Day,Rural,30.84695294000005
Day,Rural,30.87087908000001
Day,Rural,31.34256584000002
Day,Rural,31.431434360000026
Day,Rural,30.98709176
Day,Rural,31.24344326000005
Day,Rural,31.75272824000001
Day,Rural,31.711712000000034
Day,Rural,32.778134239999986
Day,Rural,33.79670420000002
Day,Rural,32.877256820000014
Day,Rural,33.03106772000001
Day,Rural,34.55208662000001
Day,Rural,34.11116204000001
Day,Rural,33.94709708000005
Day,Rural,34.746913759999984
Day,Rural,34.83578227999999
Day,Rural,33.14044436000006
Day,Rural,33.70441765999999
Day,Rural,34.58626681999999
Day,Rural,34.65462722000001
Day,Rural,33.43781210000003
Day,Rural,34.8221102
Day,Rural,36.527702180000006
Day,Rural,33.058411879999994
Day,Rural,32.299611440000035
Day,Rural,31.944137360000013
Day,Rural,32.904600980000055
Day,Rural,33.762523999999985
Day,Rural,34.924650799999995
Day,Rural,32.361135800000056
Day,Rural,33.51642656000001
Day,Rural,35.46811597999999
Day,Rural,34.98275713999999
Day,Rural,33.00030554
Day,Rural,33.13360832000001
Day,Rural,35.97398294000004
Day,Rural,36.54821030000005
Day,Rural,33.29425526
Day,Rural,33.755687960000046
Day,Rural,32.70293780000003
Day,Rural,33.198550700000055
Day,Rural,32.92852712000001
Day,Rural,32.40215204000003
Day,Rural,32.152636580000035
Day,Rural,32.79180631999998
Day,Rural,33.34210754000003
Day,Rural,35.181002300000046
Day,Rural,31.13064860000003
Day,Rural,30.939239480000026
Day,Rural,30.78542858000003
Day,Rural,30.727322240000035
Day,Rural,30.69997808000005
Day,Rural,30.696560060000024
Day,Rural,31.123812560000033
Day,Rural,31.00076383999999
Day,Rural,30.751248379999993
Day,Rural,30.38210221999998
Day,Rural,30.563257280000016
Day,Rural,31.414344260000007
Day,Rural,31.598917340000014
Day,Rural,31.5749912
Day,Rural,32.2073249
Day,Rural,31.598917340000014
Day,Rural,31.86210488000006
Day,Rural,32.908019000000024
Day,Rural,33.499336459999995
Day,Rural,35.38950152000001
Day,Rural,34.56575870000006
Day,Rural,36.052597400000025
Day,Rural,35.447607860000005
Day,Rural,33.940261039999996
Day,Rural,34.32307928
Day,Rural,34.056473719999985
Day,Rural,34.40169374000004
Day,Rural,38.80752152000002
Day,Rural,37.279666580000026
Day,Rural,35.12631398000002
Day,Rural,35.20834646000003
Day,Rural,33.65998339999999
Day,Rural,34.367513540000004
Day,Rural,34.746913759999984
Day,Rural,32.75079008
Day,Rural,31.85185081999998
Day,Rural,31.96464548000006
Day,Rural,32.532036800000014
Day,Rural,33.465156260000015
Day,Rural,33.73517984
Day,Rural,32.14921856000001
Day,Rural,31.581827240000052
Day,Rural,31.328893760000028
Day,Rural,30.891387200000054
Day,Rural,31.14773869999999
Day,Rural,31.09646840000005
Day,Rural,31.222935140000004
Day,Rural,31.48954070000002
Day,Rural,31.199009000000046
Day,Rural,31.387000100000023
Day,Rural,31.968063500000028
Day,Rural,31.492958720000047
Day,Rural,31.034944040000028
Day,Rural,30.905059280000046
Day,Rural,30.990509780000025
Day,Rural,30.611109560000045
Day,Rural,31.011017900000013
Day,Rural,31.024689980000005
Day,Rural,31.188754940000024
Day,Rural,31.448524460000044
Day,Rural,32.14921856000001
Day,Rural,32.71319186000005
Day,Rural,32.214160940000056
Day,Rural,32.79180631999998
Day,Rural,33.19513268000003
Day,Rural,33.50617250000005
Day,Rural,33.37628774000001
Day,Rural,33.97444124000003
Day,Rural,34.10774402000004
Day,Rural,33.40363190000005
Day,Rural,34.53157850000002
Day,Rural,34.60677494000004
Day,Rural,33.06182990000002
Day,Rural,34.66829930000006
Day,Rural,35.153658140000005
Day,Rural,35.31088706000003
Day,Rural,39.44327324000005
Day,Rural,35.922712639999986
Day,Rural,32.95245326000003
Day,Rural,32.98663346000001
Day,Rural,34.11116204000001
Day,Rural,35.66636114000005
Day,Rural,39.14248748
Day,Rural,38.08973732000004
Day,Rural,40.07902496000003
Day,Rural,33.83430242000003
Day,Rural,33.30792733999999
Day,Rural,33.68390954000006
Day,Rural,35.12631398000002
Day,Rural,34.23762878000002
Day,Rural,33.62922121999998
Day,Rural,31.88603102000002
Day,Rural,35.08529773999999
Day,Rural,39.757731079999985
Day,Rural,31.848432800000012
Day,Rural,33.01397761999999
Day,Rural,33.037903760000006
Day,Rural,33.205386739999994
Day,Rural,33.44806616000005
Day,Rural,33.59504102000005
Day,Rural,31.219517119999978
Day,Rural,31.202427020000016
Day,Rural,30.877715120000005
Day,Rural,30.911895319999985
Day,Rural,30.771756500000038
Day,Rural,30.207783199999994
Day,Rural,30.518823020000013
Day,Rural,30.416282420000016
Day,Rural,30.508568960000048
Day,Rural,30.187275080000006
Day,Rural,30.19752914000003
Day,Rural,30.891387200000054
Day,Rural,31.380164060000027
Day,Rural,31.02810800000003
Day,Rural,31.44168841999999
Day,Rural,31.60575338000001
Day,Rural,31.98173558000002
Day,Rural,32.480766500000016
Day,Rural,32.73028196000001
Day,Rural,33.69758162000005
Day,Rural,34.75716782000001
Day,Rural,35.594582720000005
Day,Rural,36.56530040000001
Day,Rural,34.81527416000006
Day,Rural,34.921232780000025
Day,Rural,37.00964299999998
Day,Rural,35.331395180000015
Day,Rural,36.52086614000001
Day,Rural,37.03015112000003
Day,Rural,40.00724653999998
Day,Rural,34.96224902000006
Day,Rural,34.463218100000006
Day,Rural,34.00520342000004
Day,Rural,33.902662820000046
Day,Rural,34.49056226000005
Day,Rural,33.940261039999996
Day,Rural,33.694163600000024
Day,Rural,34.073563820000004
Day,Rural,32.316701540000054
Day,Rural,31.974899540000024
Day,Rural,33.06524792000005
Day,Rural,33.45832022000002
Day,Rural,33.051575840000055
Day,Rural,31.882612999999992
Day,Rural,30.484642819999976
Day,Rural,30.310323799999992
Day,Rural,30.252217459999997
Day,Rural,32.16972668000005
Day,Rural,31.95097340000001
Day,Rural,30.580347380000035
Day,Rural,30.956329579999988
Day,Rural,31.356237920000012
Day,Rural,32.20390687999998
Day,Rural,31.585245260000022
Day,Rural,30.918731360000038
Day,Rural,31.089632359999996
Day,Rural,30.867461059999982
Day,Rural,30.40602836000005
Day,Rural,29.500253059999977
Day,Rural,31.29471355999999
Day,Rural,32.05693201999998
Day,Rural,33.413885960000016
Day,Rural,31.298131580000017
Day,Rural,31.12723058000006
Day,Rural,32.99688752000003
Day,Rural,31.790326460000017
Day,Rural,32.35429976
Day,Rural,33.84455648000005
Day,Rural,34.66488128000003
Day,Rural,34.333333340000024
Day,Rural,34.39485769999999
Day,Rural,34.12141610000003
Day,Rural,34.43929195999999
Day,Rural,34.514488400000005
Day,Rural,34.50765236000001
Day,Rural,34.57943078000005
Day,Rural,35.58774668000001
Day,Rural,38.000868800000035
Day,Rural,38.55458804
Day,Rural,35.088715760000014
Day,Rural,37.084839439999996
Day,Rural,37.279666580000026
Day,Rural,36.281604740000034
Day,Rural,35.41000964
Day,Rural,36.493521980000025
Day,Rural,34.58284880000002
Day,Rural,33.84455648000005
Day,Rural,35.37924745999999
Day,Rural,35.80991798000002
Day,Rural,34.94857694000001
Day,Rural,32.23466905999999
Day,Rural,31.920211220000056
Day,Rural,32.37480788000005
Day,Rural,32.50469264000003
Day,Rural,32.11162034000006
Day,Rural,31.892867060000015
Day,Rural,39.460363340000015
Day,Rural,33.29425526
Day,Rural,33.253239020000024
Day,Rural,33.19513268000003
Day,Rural,32.96954335999999
Day,Rural,32.89776494
Day,Rural,35.53989439999998
Day,Rural,36.06285146000005
Day,Rural,30.928985420000004
Day,Rural,30.829862840000033
Day,Rural,30.83328086000006
Day,Rural,30.751248379999993
Day,Rural,30.511986980000017
Day,Rural,30.071062400000017
Day,Rural,30.481224800000007
Day,Rural,30.508568960000048
Day,Rural,30.535913120000032
Day,Rural,30.32741390000001
Day,Rural,30.28981568000006
Day,Rural,30.829862840000033
Day,Rural,31.19559098000002
Day,Rural,30.88113314000003
Day,Rural,31.093050380000022
Day,Rural,31.54081100000002
Day,Rural,31.547647040000015
Day,Rural,31.97831756000005
Day,Rural,32.49102056000004
Day,Rural,33.09942812000003
Day,Rural,34.035965600000054
Day,Rural,34.774257920000025
Day,Rural,35.85777026000005
Day,Rural,36.233752460000005
Day,Rural,35.56723856000002
Day,Rural,36.12779383999998
Day,Rural,34.35725948000004
Day,Rural,35.775737779999986
Day,Rural,37.32068282
Day,Rural,37.95985256000006
Day,Rural,34.039383620000024
Day,Rural,34.32649730000003
Day,Rural,34.26155491999998
Day,Rural,34.497398299999986
Day,Rural,33.77619607999998
Day,Rural,33.37628774000001
Day,Rural,35.327977160000046
Day,Rural,32.97637940000004
Day,Rural,32.067186080000056
Day,Rural,33.52668061999998
Day,Rural,34.26497294000001
Day,Rural,32.614069280000024
Day,Rural,31.909957159999976
Day,Rural,30.159930920000022
Day,Rural,29.93434160000004
Day,Rural,30.96658364000001
Day,Rural,31.53739298000005
Day,Rural,31.78349042000002
Day,Rural,30.720486199999982
Day,Rural,31.88603102000002
Day,Rural,31.595499320000044
Day,Rural,32.43633224000001
Day,Rural,31.51004882000001
Day,Rural,31.233189200000027
Day,Rural,31.65702368000001
Day,Rural,30.68972402000003
Day,Rural,30.26247152000002
Day,Rural,30.470970739999984
Day,Rural,31.387000100000023
Day,Rural,32.81915048000002
Day,Rural,34.37093156000003
Day,Rural,30.946075520000022
Day,Rural,31.472450600000002
Day,Rural,32.30644748000003
Day,Rural,31.5749912
Day,Rural,32.32011956000002
Day,Rural,33.97444124000003
Day,Rural,34.91097872
Day,Rural,34.856290400000034
Day,Rural,35.071625659999995
Day,Rural,34.596520880000014
Day,Rural,34.98959318000004
Day,Rural,35.08529773999999
Day,Rural,35.30746904
Day,Rural,35.58774668000001
Day,Rural,40.94036600000004
Day,Rural,39.80216533999999
Day,Rural,39.07070906000001
Day,Rural,35.44077182000001
Day,Rural,36.27818672000001
Day,Rural,34.856290400000034
Day,Rural,34.21712065999998
Day,Rural,33.83088440000006
Day,Rural,33.38995982000006
Day,Rural,35.96031086000005
Day,Rural,34.02912956
Day,Rural,31.909957159999976
Day,Rural,31.222935140000004
Day,Rural,30.70339610000002
Day,Rural,30.334249940000007
Day,Rural,31.98173558000002
Day,Rural,30.764920459999985
Day,Rural,31.93046528000002
Day,Rural,31.51004882000001
Day,Rural,32.67559363999999
Day,Rural,36.70543922000002
Day,Rural,35.70395936
Day,Rural,33.66681944000004
Day,Rural,33.44123012
Day,Rural,33.888990740000054
Day,Rural,33.17804258000001
Day,Rural,31.773236360000055
Day,Rural,32.35771778000003
Day,Rural,34.09065392000002
Day,Rural,30.14967686
Day,Rural,30.72390422000001
Day,Rural,30.682887980000032
Day,Rural,30.812772740000014
Day,Rural,30.597437480000053
Day,Rural,30.159930920000022
Day,Rural,30.59060144
Day,Rural,30.624781640000037
Day,Rural,30.740994320000027
Day,Rural,30.433372520000034
Day,Rural,30.361594100000048
Day,Rural,30.29323370000003
Day,Rural,30.66921590000004
Day,Rural,30.775174520000007
Day,Rural,31.13406662
Day,Rural,31.07937830000003
Day,Rural,32.16289064
Day,Rural,31.98173558000002
Day,Rural,33.65656538000002
Day,Rural,34.75374980000004
Day,Rural,34.64095514000002
Day,Rural,34.53499652000005
Day,Rural,36.14146592000003
Day,Rural,37.40955134000001
Day,Rural,34.7195696
Day,Rural,34.347005420000016
Day,Rural,34.65462722000001
Day,Rural,35.49204212000001
Day,Rural,35.86118828000002
Day,Rural,33.26349307999999
Day,Rural,34.692225440000016
Day,Rural,34.44270998000002
Day,Rural,34.69906148000001
Day,Rural,33.91975292000001
Day,Rural,33.80695825999999
Day,Rural,33.20880476000002
Day,Rural,33.12677228000001
Day,Rural,33.728343800000005
Day,Rural,32.68584770000001
Day,Rural,32.774716220000016
Day,Rural,32.11845638
Day,Rural,32.303029460000005
Day,Rural,32.238087080000014
Day,Rural,31.547647040000015
Day,Rural,31.944137360000013
Day,Rural,31.97831756000005
Day,Rural,32.54229085999998
Day,Rural,32.11845638
Day,Rural,31.858686860000034
Day,Rural,31.11697651999998
Day,Rural,32.22783302000005
Day,Rural,32.52520076000002
Day,Rural,31.98173558000002
Day,Rural,31.161410779999983
Day,Rural,31.328893760000028
Day,Rural,29.462654840000027
Day,Rural,30.549585200000024
Day,Rural,31.024689980000005
Day,Rural,30.908477300000015
Day,Rural,31.51004882000001
Day,Rural,31.96464548000006
Day,Rural,33.11651821999999
Day,Rural,31.332311780000055
Day,Rural,30.83328086000006
Day,Rural,31.749310219999984
Day,Rural,30.857207000000017
Day,Rural,31.598917340000014
Day,Rural,32.887510880000036
Day,Rural,34.42561988
Day,Rural,34.169268380000005
Day,Rural,34.60335692000001
Day,Rural,38.619530420000046
Day,Rural,35.823590060000015
Day,Rural,38.164933760000054
Day,Rural,36.16197404000002
Day,Rural,33.728343800000005
Day,Rural,32.60039720000003
Day,Rural,35.215182500000026
Day,Rural,32.62090532000002
Day,Rural,32.067186080000056
Day,Rural,30.867461059999982
Day,Rural,30.09498854000003
Day,Rural,30.156512900000052
Day,Rural,30.41286439999999
Day,Rural,30.330831920000037
Day,Rural,30.159930920000022
Day,Rural,30.501732919999995
Day,Rural,30.805936700000018
Day,Rural,31.469032580000032
Day,Rural,31.780072399999995
Day,Rural,32.10136627999998
Day,Rural,33.26349307999999
Day,Rural,32.709773840000025
Day,Rural,32.67559363999999
Day,Rural,30.399192319999997
Day,Rural,30.49147886000003
Day,Rural,30.72390422000001
Day,Rural,31.73905616000002
Day,Rural,32.02958785999999
Day,Rural,29.845473080000033
Day,Rural,29.98561189999998
Day,Rural,30.255635480000024
Day,Rural,30.758084420000046
Day,Rural,30.53933114000006
Day,Rural,30.334249940000007
Day,Rural,30.347922020000055
Day,Rural,30.628199660000007
Day,Rural,31.062288200000012
Day,Rural,31.058870179999985
Day,Rural,31.53739298000005
Day,Rural,31.728802100000053
Day,Rural,31.650187640000013
Day,Rural,32.80547840000003
Day,Rural,33.249821
Day,Rural,34.06672778000001
